Date,Species,Latitude,Longitude,NumMosquitos,WnvPresent,IsSprayed,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,BR,HZ,RA,TSRA,VCTS,TS,DZ,FG,Neighbourhood,Neighbourhood_Ave_Wnv
2007-05-29,Culex Pipiens/Restuans,41.999128999999996,-87.795585,1,0,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,4.35,19.283333333333335,0.0,29.415,30.1,5.8,17.0,6.95,1,1,0,0,0,0,0,0,Norwood Park,0.1282051282051282
2007-05-29,Culex Pipiens/Restuans,42.01743,-87.68776899999999,1,0,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,4.35,19.283333333333335,0.0,29.415,30.1,5.8,17.0,6.95,1,1,0,0,0,0,0,0,West Ridge,0.04918032786885246
2007-05-29,Culex Restuans,41.907645,-87.760886,1,0,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,4.35,19.283333333333335,0.0,29.415,30.1,5.8,17.0,6.95,1,1,0,0,0,0,0,0,Austin,0.06666666666666667
2007-05-29,Culex Restuans,41.732984,-87.649642,1,0,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,4.35,19.283333333333335,0.0,29.415,30.1,5.8,17.0,6.95,1,1,0,0,0,0,0,0,Auburn Gresham,0.03669724770642202
2007-06-05,Culex Pipiens/Restuans,41.95469,-87.800991,3,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Dunning,0.08483290488431877
2007-06-05,Culex Restuans,41.95469,-87.800991,5,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Dunning,0.08483290488431877
2007-06-05,Culex Pipiens,41.95469,-87.800991,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Dunning,0.08483290488431877
2007-06-05,Culex Pipiens/Restuans,41.974089,-87.824812,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Norwood Park,0.1282051282051282
2007-06-05,Culex Restuans,41.974089,-87.824812,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Norwood Park,0.1282051282051282
2007-06-05,Culex Pipiens/Restuans,41.9216,-87.666455,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Lincoln Park,0.04975124378109453
2007-06-05,Culex Restuans,41.9216,-87.666455,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Lincoln Park,0.04975124378109453
2007-06-05,Culex Pipiens,41.9216,-87.666455,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Lincoln Park,0.04975124378109453
2007-06-05,Culex Restuans,41.891118,-87.65449100000001,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,West Town,0.005128205128205128
2007-06-05,Culex Pipiens/Restuans,41.867108,-87.654224,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,"Little Italy, UIC",0.03669724770642202
2007-06-05,Culex Restuans,41.867108,-87.654224,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,"Little Italy, UIC",0.03669724770642202
2007-06-05,Culex Pipiens,41.867108,-87.654224,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,"Little Italy, UIC",0.03669724770642202
2007-06-05,Culex Restuans,41.896282,-87.655232,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,West Town,0.005128205128205128
2007-06-05,Culex Pipiens/Restuans,41.919343,-87.694259,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Logan Square,0.0
2007-06-05,Culex Restuans,41.919343,-87.694259,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Logan Square,0.0
2007-06-05,Culex Restuans,41.921965,-87.632085,3,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Lincoln Park,0.04975124378109453
2007-06-05,Culex Restuans,41.688324,-87.676709,4,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Morgan Park,0.10126582278481013
2007-06-05,Culex Pipiens/Restuans,41.720848,-87.666014,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Beverly,0.05
2007-06-05,Culex Pipiens/Restuans,41.731922,-87.677512,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Beverly,0.05
2007-06-05,Culex Restuans,41.731922,-87.677512,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Beverly,0.05
2007-06-05,Culex Pipiens,41.731922,-87.677512,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Beverly,0.05
2007-06-05,Culex Pipiens/Restuans,41.999128999999996,-87.795585,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Norwood Park,0.1282051282051282
2007-06-05,Culex Restuans,41.999128999999996,-87.795585,9,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Norwood Park,0.1282051282051282
2007-06-05,Culex Restuans,41.907645,-87.760886,3,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Austin,0.06666666666666667
2007-06-05,Culex Restuans,41.732984,-87.649642,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Auburn Gresham,0.03669724770642202
2007-06-05,Culex Restuans,41.981964000000005,-87.812827,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Norwood Park,0.1282051282051282
2007-06-05,Culex Restuans,41.944869,-87.832763,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Dunning,0.08483290488431877
2007-06-05,Culex Restuans,42.011601,-87.81150600000001,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Edison Park,0.10526315789473684
2007-06-05,Culex Restuans,41.94983,-87.69845699999999,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Irving Park,0.03902439024390244
2007-06-05,Culex Restuans,41.979243,-87.750938,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,"Sauganash,Forest Glen",0.046583850931677016
2007-06-05,Culex Restuans,41.986921,-87.689778,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,West Ridge,0.04918032786885246
2007-06-05,Culex Pipiens/Restuans,41.801497999999995,-87.763416,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Others,0.05351170568561873
2007-06-05,Culex Restuans,41.906638,-87.701431,3,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Humboldt Park,0.05723905723905724
2007-06-05,Culex Restuans,41.723195000000004,-87.64997,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Washington Heights,0.04065040650406504
2007-06-05,Culex Pipiens/Restuans,41.868077,-87.666901,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,"Little Italy, UIC",0.03669724770642202
2007-06-05,Culex Restuans,41.868077,-87.666901,7,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,"Little Italy, UIC",0.03669724770642202
2007-06-05,Culex Pipiens/Restuans,41.869215999999994,-87.627561,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Printers Row,0.0
2007-06-05,Culex Pipiens/Restuans,41.662014,-87.72460799999999,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Others,0.05351170568561873
2007-06-05,Culex Restuans,41.662014,-87.72460799999999,4,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Others,0.05351170568561873
2007-06-05,Culex Pipiens,41.662014,-87.72460799999999,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Others,0.05351170568561873
2007-06-05,Culex Pipiens/Restuans,41.961743,-87.76007,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Portage Park,0.06
2007-06-05,Culex Restuans,41.961743,-87.76007,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Portage Park,0.06
2007-06-05,Culex Pipiens/Restuans,41.953067,-87.776792,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Portage Park,0.06
2007-06-05,Culex Restuans,41.953067,-87.776792,3,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Portage Park,0.06
2007-06-05,Culex Restuans,41.878114000000004,-87.629798,3,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Loop,0.011235955056179775
2007-06-05,Culex Pipiens/Restuans,41.958271,-87.702575,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Irving Park,0.03902439024390244
2007-06-05,Culex Restuans,41.958271,-87.702575,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Irving Park,0.03902439024390244
2007-06-05,Culex Restuans,41.932094,-87.700117,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Avondale,0.04081632653061224
2007-06-05,Culex Pipiens/Restuans,41.994469,-87.667736,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Edgewater,0.07142857142857142
2007-06-05,Culex Restuans,42.006858,-87.675919,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Rogers Park,0.0
2007-06-05,Culex Pipiens/Restuans,41.916265,-87.800515,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Galewood,0.03896103896103896
2007-06-05,Culex Restuans,41.916265,-87.800515,10,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Galewood,0.03896103896103896
2007-06-05,Culex Restuans,41.846075,-87.716277,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Little Village,0.022727272727272728
2007-06-05,Culex Restuans,41.918704999999996,-87.752329,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Belmont Cragin,0.07027027027027027
2007-06-05,Culex Pipiens/Restuans,41.682587,-87.707973,3,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Mount Greenwood,0.048672566371681415
2007-06-05,Culex Restuans,41.682587,-87.707973,8,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Mount Greenwood,0.048672566371681415
2007-06-05,Culex Pipiens/Restuans,41.725516999999996,-87.61425799999999,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Roseland,0.047619047619047616
2007-06-05,Culex Pipiens/Restuans,41.948167,-87.730698,2,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Irving Park,0.03902439024390244
2007-06-05,Culex Restuans,41.948167,-87.730698,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Irving Park,0.03902439024390244
2007-06-05,Culex Restuans,41.963976,-87.69181,1,0,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,4.283333333333333,19.383333333333333,0.345,29.130000000000003,29.785,5.7,4.0,7.85,1,0,1,0,0,0,0,0,Lincoln Square,0.03389830508474576
2007-06-26,Culex Pipiens/Restuans,41.95469,-87.800991,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,Dunning,0.08483290488431877
2007-06-26,Culex Restuans,41.95469,-87.800991,4,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,Dunning,0.08483290488431877
2007-06-26,0,41.95469,-87.800991,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,Dunning,0.08483290488431877
2007-06-26,Culex Pipiens/Restuans,41.994991,-87.769279,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,"Sauganash,Forest Glen",0.046583850931677016
2007-06-26,Culex Restuans,41.994991,-87.769279,4,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,"Sauganash,Forest Glen",0.046583850931677016
2007-06-26,Culex Restuans,41.974089,-87.824812,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,Norwood Park,0.1282051282051282
2007-06-26,Culex Pipiens/Restuans,41.9216,-87.666455,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,Lincoln Park,0.04975124378109453
2007-06-26,Culex Restuans,41.9216,-87.666455,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,Lincoln Park,0.04975124378109453
2007-06-26,Culex Pipiens/Restuans,41.891118,-87.65449100000001,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,West Town,0.005128205128205128
2007-06-26,Culex Restuans,41.891118,-87.65449100000001,6,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,West Town,0.005128205128205128
2007-06-26,Culex Pipiens/Restuans,41.867108,-87.654224,2,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,"Little Italy, UIC",0.03669724770642202
2007-06-26,Culex Restuans,41.896282,-87.655232,1,0,0,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,4.3,19.516666666666666,0.08,29.42,30.1,6.699999999999999,21.5,7.6,1,1,0,1,1,0,0,0,West Town,0.005128205128205128
